189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 145 ms, execution time: 12 ms, waiting time: 86 ms, processed by Server 4)
36 getNumberofCities Sweden 40570 min Zone:3 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
111 getNumberofCities Philippines 86087 min Zone:4 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 4)
7 getNumberofCities Togo 55100 min Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1 getNumberofCities Suriname 28681 min Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
7 getNumberofCities Ireland 44834 min Zone:4 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
7 getNumberofCities Ireland 44834 min Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1 getNumberofCities Slovenia 98334 min Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 2)
21 getNumberofCities Equatorial Guinea 24778 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
21 getNumberofCities Equatorial Guinea 24778 max Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
3 getNumberofCities Equatorial Guinea 24778 min Zone:3 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
16 getNumberofCities Belarus 92121 min Zone:4 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 87 ms, processed by Server 4)
90 getNumberofCities Tajikistan 89580 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
90 getNumberofCities Tajikistan 89580 max Zone:3 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
4 getNumberofCities Gambia 31611 min Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
16 getNumberofCities Belarus 86555 min Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
12 getNumberofCities Kenya 67638 min Zone:3 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
13 getNumberofCities Nepal 75326 min Zone:5 (turnaround time: 92 ms, execution time: 7 ms, waiting time: 84 ms, processed by Server 5)
13 getNumberofCities Nepal 75326 min Zone:5 (turnaround time: 92 ms, execution time: 4 ms, waiting time: 86 ms, processed by Server 5)
52 getNumberofCities Nepal 75326 max Zone:5 (turnaround time: 93 ms, execution time: 7 ms, waiting time: 85 ms, processed by Server 5)
13 getNumberofCities Nepal 75326 min Zone:5 (turnaround time: 94 ms, execution time: 9 ms, waiting time: 83 ms, processed by Server 5)
19 getNumberofCities Burundi 94392 max Zone:4 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 4)
127 getNumberofCities Cambodia 76730 max Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
16213 getNumberofCities United States 77229 max Zone:5 (turnaround time: 104 ms, execution time: 16 ms, waiting time: 82 ms, processed by Server 5)
0 getNumberofCities Tonga 89651 min Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 3)
0 getNumberofCities Tonga 89651 min Zone:3 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 3)
20 getNumberofCities Equatorial Guinea 10963 max Zone:4 (turnaround time: 93 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
297 getNumberofCities Slovenia 96355 max Zone:1 (turnaround time: 87 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 1)
297 getNumberofCities Slovenia 96355 max Zone:1 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
297 getNumberofCities Slovenia 96355 max Zone:1 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
9 getNumberofCities Senegal 86378 min Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 2)
13 getNumberofCities Suriname 64813 max Zone:4 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
13 getNumberofCities Suriname 64813 max Zone:4 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
1795 getNumberofCities Brazil 98469 max Zone:1 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
244 getNumberofCities Belarus 78503 max Zone:1 (turnaround time: 93 ms, execution time: 5 ms, waiting time: 87 ms, processed by Server 1)
1715 getNumberofCities Belgium 75918 max Zone:3 (turnaround time: 115 ms, execution time: 16 ms, waiting time: 83 ms, processed by Server 3)
1 getNumberofCities Guyana 96108 min Zone:5 (turnaround time: 156 ms, execution time: 65 ms, waiting time: 89 ms, processed by Server 5)
1 getNumberofCities Guyana 96108 min Zone:5 (turnaround time: 178 ms, execution time: 48 ms, waiting time: 129 ms, processed by Server 5)
13 getNumberofCities Burundi 10517 min Zone:3 (turnaround time: 141 ms, execution time: 41 ms, waiting time: 83 ms, processed by Server 3)
1 getNumberofCities Guyana 96108 min Zone:5 (turnaround time: 229 ms, execution time: 33 ms, waiting time: 174 ms, processed by Server 5)
14 getNumberofCities Guyana 96108 max Zone:5 (turnaround time: 223 ms, execution time: 16 ms, waiting time: 183 ms, processed by Server 5)
8 getNumberofCities Togo 45015 min Zone:5 (turnaround time: 247 ms, execution time: 45 ms, waiting time: 162 ms, processed by Server 5)
17 getNumberofCities Kuwait 43748 max Zone:1 (turnaround time: 112 ms, execution time: 3 ms, waiting time: 89 ms, processed by Server 1)
10 getNumberofCities Guadeloupe 12934 min Zone:5 (turnaround time: 211 ms, execution time: 19 ms, waiting time: 97 ms, processed by Server 5)
9 getNumberofCities Kuwait 43748 min Zone:1 (turnaround time: 100 ms, execution time: 5 ms, waiting time: 85 ms, processed by Server 1)
32 getNumberofCities Chile 78828 min Zone:2 (turnaround time: 93 ms, execution time: 8 ms, waiting time: 81 ms, processed by Server 2)
158 getNumberofCities Slovakia 50690 max Zone:4 (turnaround time: 123 ms, execution time: 28 ms, waiting time: 85 ms, processed by Server 4)
158 getNumberofCities Slovakia 50690 max Zone:4 (turnaround time: 102 ms, execution time: 1 ms, waiting time: 91 ms, processed by Server 4)
158 getNumberofCities Slovakia 50690 max Zone:4 (turnaround time: 88 ms, execution time: 3 ms, waiting time: 83 ms, processed by Server 4)
1355 getNumberofCities Switzerland 16657 max Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 2)
68 getNumberofCities Gambia 66020 max Zone:3 (turnaround time: 98 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 3)
2 getNumberofCities Gambia 66020 min Zone:3 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 3)
79 getNumberofCities Haiti 24892 max Zone:5 (turnaround time: 91 ms, execution time: 7 ms, waiting time: 81 ms, processed by Server 5)
11 getNumberofCities Cambodia 42967 min Zone:1 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
0 getNumberofCities Tokelau 58070 min Zone:5 (turnaround time: 91 ms, execution time: 6 ms, waiting time: 84 ms, processed by Server 5)
1 getNumberofCities Suriname 90089 min Zone:3 (turnaround time: 84 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
1 getNumberofCities Suriname 90089 min Zone:3 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
13 getNumberofCities Suriname 90089 max Zone:3 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 3)
13 getNumberofCities Suriname 90089 max Zone:3 (turnaround time: 95 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
46 getNumberofCities Senegal 56395 max Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 2)
2 getNumberofCities Equatorial Guinea 70608 min Zone:3 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 3)
0 getNumberofCities Greenland 47928 min Zone:4 (turnaround time: 98 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
28 getNumberofCities Senegal 15017 max Zone:1 (turnaround time: 84 ms, execution time: 3 ms, waiting time: 80 ms, processed by Server 1)
31 getNumberofCities Senegal 15017 min Zone:1 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 1)
8846 getNumberofCities Mexico 98718 max Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
3 getNumberofCities Panama 91868 min Zone:4 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 4)
641 getNumberofCities Panama 91868 max Zone:4 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 4)
3 getNumberofCities Panama 91868 min Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
10 getNumberofCities Switzerland 52735 min Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
2813 getNumberofCities Poland 79444 max Zone:5 (turnaround time: 90 ms, execution time: 5 ms, waiting time: 84 ms, processed by Server 5)
58 getNumberofCities Poland 79444 min Zone:5 (turnaround time: 87 ms, execution time: 5 ms, waiting time: 81 ms, processed by Server 5)
13 getNumberofCities Senegal 51758 min Zone:4 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
1406 getNumberofCities Switzerland 58616 max Zone:1 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 1)
38 getNumberofCities Ghana 31837 max Zone:2 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 2)
24 getNumberofCities Guadeloupe 40909 max Zone:3 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
24 getNumberofCities Guadeloupe 40909 max Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
24 getNumberofCities Guadeloupe 40909 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
1 getNumberofCities Guadeloupe 40909 min Zone:3 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
864 getNumberofCities Thailand 30980 max Zone:5 (turnaround time: 94 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
16 getNumberofCities French Guiana 51406 max Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
85 getNumberofCities Belgium 29297 min Zone:2 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 2)
13 getNumberofCities Greenland 91455 max Zone:5 (turnaround time: 91 ms, execution time: 4 ms, waiting time: 84 ms, processed by Server 5)
13 getNumberofCities Greenland 91455 max Zone:5 (turnaround time: 86 ms, execution time: 4 ms, waiting time: 81 ms, processed by Server 5)
1 getNumberofCities Bhutan 89810 min Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 4)
25 getNumberofCities Bhutan 89810 max Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
1 getNumberofCities Bhutan 89810 min Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
47 getNumberofCities Romania 53395 min Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
115 getNumberofCities Turkey 79411 min Zone:3 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 3)
115 getNumberofCities Turkey 79411 min Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
25 getNumberofCities Bhutan 87071 max Zone:4 (turnaround time: 82 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 4)
637 getNumberofCities Panama 66229 max Zone:1 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
403 getNumberofCities Honduras 27045 max Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1711 getNumberofCities Belgium 67862 max Zone:1 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 1)
22 getNumberofCities Belgium 67862 min Zone:1 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
22 getNumberofCities Belgium 67862 min Zone:1 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
22 getNumberofCities Belgium 67862 min Zone:1 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
24 getNumberofCities Bahamas 55319 max Zone:1 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
33 getNumberofCities Romania 88122 min Zone:4 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 4)
25 getNumberofCities Thailand 90539 min Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1334 getNumberofCities Peru 78800 max Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1334 getNumberofCities Peru 78800 max Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
13 getNumberofCities Ghana 92745 min Zone:5 (turnaround time: 92 ms, execution time: 6 ms, waiting time: 85 ms, processed by Server 5)
632 getNumberofCities Panama 35278 max Zone:5 (turnaround time: 87 ms, execution time: 5 ms, waiting time: 82 ms, processed by Server 5)
12 getNumberofCities Panama 35278 min Zone:5 (turnaround time: 93 ms, execution time: 4 ms, waiting time: 88 ms, processed by Server 5)
632 getNumberofCities Panama 35278 max Zone:5 (turnaround time: 86 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 5)
32 getNumberofCities Guinea 54926 max Zone:4 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
89 getNumberofCities Turkey 94184 min Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
1827 getNumberofCities Turkey 94184 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
102 getNumberofCities Ukraine 44131 min Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
12 getNumberofCities Guadeloupe 10076 max Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 2)
68 getNumberofCities Gambia 70603 max Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
246 getNumberofCities Philippines 35547 min Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
246 getNumberofCities Philippines 35547 min Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 3)
246 getNumberofCities Philippines 35547 min Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
4221 getNumberofCities Philippines 35547 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
1293 getNumberofCities Peru 32440 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
1407 getNumberofCities Switzerland 68069 max Zone:3 (turnaround time: 82 ms, execution time: 0 ms, waiting time: 81 ms, processed by Server 3)
1828 getNumberofCities Turkey 95563 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
60 getNumberofCities Cameroon 18564 min Zone:2 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 2)
62 getNumberofCities Cameroon 18564 max Zone:2 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 2)
22 getNumberofCities Equatorial Guinea 51262 max Zone:5 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
112 getNumberofCities Cambodia 22438 max Zone:5 (turnaround time: 88 ms, execution time: 4 ms, waiting time: 83 ms, processed by Server 5)
112 getNumberofCities Cambodia 22438 max Zone:5 (turnaround time: 86 ms, execution time: 3 ms, waiting time: 81 ms, processed by Server 5)
112 getNumberofCities Cambodia 22438 max Zone:5 (turnaround time: 87 ms, execution time: 3 ms, waiting time: 83 ms, processed by Server 5)
42 getNumberofCities Kazakhstan 37527 min Zone:1 (turnaround time: 91 ms, execution time: 6 ms, waiting time: 83 ms, processed by Server 1)
8 getNumberofCities Seychelles 22191 max Zone:2 (turnaround time: 100 ms, execution time: 15 ms, waiting time: 83 ms, processed by Server 2)
1 getNumberofCities Seychelles 22191 min Zone:2 (turnaround time: 136 ms, execution time: 11 ms, waiting time: 104 ms, processed by Server 2)
62 getNumberofCities Hungary 30155 min Zone:2 (turnaround time: 113 ms, execution time: 10 ms, waiting time: 90 ms, processed by Server 2)
402 getNumberofCities Honduras 25378 max Zone:3 (turnaround time: 112 ms, execution time: 3 ms, waiting time: 81 ms, processed by Server 3)
138 getNumberofCities Uganda 97692 max Zone:3 (turnaround time: 168 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
25 getNumberofCities Oman 91646 max Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
25 getNumberofCities Oman 91646 max Zone:1 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
25 getNumberofCities Oman 91646 max Zone:1 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
25 getNumberofCities Oman 91646 max Zone:1 (turnaround time: 84 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 1)
402 getNumberofCities Honduras 25700 max Zone:5 (turnaround time: 91 ms, execution time: 9 ms, waiting time: 81 ms, processed by Server 5)
87 getNumberofCities Cameroon 48570 max Zone:5 (turnaround time: 96 ms, execution time: 7 ms, waiting time: 83 ms, processed by Server 5)
242 getNumberofCities Belarus 68667 max Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 3)
382 getNumberofCities United States 94613 min Zone:5 (turnaround time: 90 ms, execution time: 4 ms, waiting time: 83 ms, processed by Server 5)
16350 getNumberofCities United States 94613 max Zone:5 (turnaround time: 88 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 5)
0 getNumberofCities Tuvalu 85594 min Zone:4 (turnaround time: 94 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 4)
717 getNumberofCities Croatia 97698 max Zone:1 (turnaround time: 85 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 1)
3 getNumberofCities Croatia 97698 min Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
3 getNumberofCities Croatia 97698 min Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 1)
18 getNumberofCities Slovakia 34181 min Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
16 getNumberofCities Belarus 87001 min Zone:2 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 2)
245 getNumberofCities Belarus 87001 max Zone:2 (turnaround time: 83 ms, execution time: 2 ms, waiting time: 80 ms, processed by Server 2)
5 getNumberofCities Honduras 83994 min Zone:5 (turnaround time: 91 ms, execution time: 5 ms, waiting time: 85 ms, processed by Server 5)
9 getNumberofCities Bulgaria 87626 min Zone:1 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
16 getNumberofCities Belarus 97581 min Zone:1 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
3 getNumberofCities Guyana 26219 min Zone:1 (turnaround time: 93 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
3 getNumberofCities Guyana 26219 min Zone:1 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
3 getNumberofCities Guyana 26219 min Zone:1 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 1)
3 getNumberofCities Guyana 26219 min Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 1)
123 getNumberofCities Georgia 81993 max Zone:1 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 1)
31 getNumberofCities Bolivia 20797 min Zone:2 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 2)
0 getNumberofCities Palau 66143 min Zone:3 (turnaround time: 87 ms, execution time: 0 ms, waiting time: 85 ms, processed by Server 3)
3 getNumberofCities Equatorial Guinea 11947 min Zone:5 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 84 ms, processed by Server 5)
21 getNumberofCities Equatorial Guinea 11947 max Zone:5 (turnaround time: 87 ms, execution time: 4 ms, waiting time: 82 ms, processed by Server 5)
8 getNumberofCities Tuvalu 69906 max Zone:5 (turnaround time: 87 ms, execution time: 4 ms, waiting time: 82 ms, processed by Server 5)
0 getNumberofCities Tokelau 86282 min Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 2)
0 getNumberofCities Tokelau 86282 min Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 2)
0 getNumberofCities Tokelau 86282 min Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
37 getNumberofCities Ireland 15357 min Zone:3 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 3)
824 getNumberofCities Japan 35776 max Zone:5 (turnaround time: 91 ms, execution time: 6 ms, waiting time: 83 ms, processed by Server 5)
498 getNumberofCities Japan 35776 min Zone:5 (turnaround time: 89 ms, execution time: 4 ms, waiting time: 84 ms, processed by Server 5)
72 getNumberofCities Kenya 10116 min Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
264 getNumberofCities Pakistan 21858 min Zone:5 (turnaround time: 88 ms, execution time: 4 ms, waiting time: 83 ms, processed by Server 5)
3757 getNumberofCities United Kingdom 17590 max Zone:2 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 2)
4158 getNumberofCities Philippines 26860 max Zone:3 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
309 getNumberofCities Philippines 26860 min Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 3)
4158 getNumberofCities Philippines 26860 max Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
4158 getNumberofCities Philippines 26860 max Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
87 getNumberofCities Cameroon 49172 max Zone:3 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
705 getNumberofCities Croatia 29650 max Zone:3 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 88 ms, processed by Server 3)
538 getNumberofCities Norway 97512 max Zone:5 (turnaround time: 88 ms, execution time: 4 ms, waiting time: 84 ms, processed by Server 5)
5 getNumberofCities Kuwait 81013 min Zone:5 (turnaround time: 90 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 5)
5 getNumberofCities Kuwait 81013 min Zone:5 (turnaround time: 92 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 5)
3 getNumberofCities Chad 95635 min Zone:2 (turnaround time: 95 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
140 getNumberofCities Tunisia 75720 max Zone:5 (turnaround time: 86 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 5)
140 getNumberofCities Tunisia 75720 max Zone:5 (turnaround time: 88 ms, execution time: 4 ms, waiting time: 82 ms, processed by Server 5)
12 getNumberofCities Tunisia 75720 min Zone:5 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
4 getNumberofCities Guam 16010 min Zone:1 (turnaround time: 93 ms, execution time: 1 ms, waiting time: 89 ms, processed by Server 1)
14 getNumberofCities Kuwait 31368 max Zone:3 (turnaround time: 88 ms, execution time: 3 ms, waiting time: 84 ms, processed by Server 3)
14 getNumberofCities Kuwait 31368 max Zone:3 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
27 getNumberofCities Bolivia 26325 min Zone:4 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
4278 getNumberofCities United Kingdom 62410 max Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
41 getNumberofCities Ghana 35231 max Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 2)
10 getNumberofCities Kuwait 39518 min Zone:1 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 1)
16 getNumberofCities Kuwait 39518 max Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
10 getNumberofCities Kuwait 39518 min Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
16 getNumberofCities Kuwait 39518 max Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
27 getNumberofCities Guinea 39766 max Zone:4 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
3 getNumberofCities Tokelau 73897 max Zone:5 (turnaround time: 90 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
1 getNumberofCities Swaziland 84339 min Zone:3 (turnaround time: 85 ms, execution time: 0 ms, waiting time: 84 ms, processed by Server 3)
245 getNumberofCities Belarus 88841 max Zone:5 (turnaround time: 90 ms, execution time: 4 ms, waiting time: 85 ms, processed by Server 5)
245 getNumberofCities Belarus 88841 max Zone:5 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
123 getNumberofCities Georgia 90050 max Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
49 getNumberofCities Thailand 54892 min Zone:5 (turnaround time: 90 ms, execution time: 4 ms, waiting time: 85 ms, processed by Server 5)
49 getNumberofCities Thailand 54892 min Zone:5 (turnaround time: 84 ms, execution time: 3 ms, waiting time: 80 ms, processed by Server 5)
49 getNumberofCities Thailand 54892 min Zone:5 (turnaround time: 87 ms, execution time: 4 ms, waiting time: 83 ms, processed by Server 5)
390 getNumberofCities United Kingdom 33091 min Zone:2 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 2)
3 getNumberofCities Guyana 23776 min Zone:3 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
12 getNumberofCities Guyana 23776 max Zone:3 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
378 getNumberofCities United Kingdom 34073 min Zone:4 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 4)
122 getNumberofCities Cambodia 38113 max Zone:1 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 1)
1259 getNumberofCities Netherlands 21438 max Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
163 getNumberofCities Netherlands 21438 min Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 4)
